policy_ref,coverholder_id,coverholder_name,inception_date,expiry_date,class_of_business,insured_name,postcode,premium,sum_insured,underwriting_year,bound_month
POL-CH001-00691,CH001,Avonbridge Underwriting,2024-12-09,2025-12-09,Commercial Property,West LLC,OL58 9JA,3886,1191560,2024,2024-12
POL-CH001-00692,CH001,Avonbridge Underwriting,2024-12-18,2025-12-18,Commercial Property,"Roberts, Clarke and Morgan",WN52 0WW,4818,1006161,2024,2024-12
POL-CH001-00693,CH001,Avonbridge Underwriting,2024-12-05,2025-12-05,Commercial Property,"Smith, Parker and Powell",M9 3BW,5035,1099363,2024,2024-12
POL-CH001-00694,CH001,Avonbridge Underwriting,2024-12-10,2025-12-10,Commercial Property,Clarke-Edwards,DT77 7PU,4428,574423,2024,2024-12
POL-CH001-00695,CH001,Avonbridge Underwriting,2024-12-15,2025-12-15,Commercial Property,Shah Group,BT95 0BQ,4703,711586,2024,2024-12
POL-CH001-00696,CH001,Avonbridge Underwriting,2024-12-23,2025-12-23,Commercial Property,"Singh, Johnston and Foster",LE4 9RX,3533,974602,2024,2024-12
POL-CH001-00697,CH001,Avonbridge Underwriting,2024-12-16,2025-12-16,Commercial Property,Lewis-Thomas,W57 8UT,5760,854520,2024,2024-12
POL-CH001-00698,CH001,Avonbridge Underwriting,2024-12-04,2025-12-04,Commercial Property,Hilton PLC,TA6R 3SH,4589,1211720,2024,2024-12
POL-CH002-00699,CH002,Meridian Risk Solutions,2024-12-01,2025-12-01,EL/PL Liability,Singh LLC,GL4A 5NU,5519,570688,2024,2024-12
POL-CH002-00700,CH002,Meridian Risk Solutions,2024-12-21,2025-12-21,EL/PL Liability,"Davidson, Short and Miller",M03 0HJ,1462,594167,2024,2024-12
POL-CH002-00701,CH002,Meridian Risk Solutions,2024-12-20,2025-12-20,EL/PL Liability,Walker-Chambers,BT72 9RU,3454,661219,2024,2024-12
POL-CH002-00702,CH002,Meridian Risk Solutions,2024-12-26,2025-12-26,EL/PL Liability,Boyle-Edwards,M8F 3NJ,3726,482693,2024,2024-12
POL-CH002-00703,CH002,Meridian Risk Solutions,2024-12-08,2025-12-08,EL/PL Liability,Jackson PLC,N1W 9BU,1961,473872,2024,2024-12
POL-CH002-00704,CH002,Meridian Risk Solutions,2024-12-23,2025-12-23,EL/PL Liability,"Hodgson, Wilson and Davies",E6D 9PG,2309,427434,2024,2024-12
POL-CH002-00705,CH002,Meridian Risk Solutions,2024-12-06,2025-12-06,EL/PL Liability,Anderson-Walters,L61 0YP,3647,708738,2024,2024-12
POL-CH002-00706,CH002,Meridian Risk Solutions,2024-12-10,2025-12-10,EL/PL Liability,"Jones, Carroll and Phillips",M7B 2FT,3467,350514,2024,2024-12
POL-CH002-00707,CH002,Meridian Risk Solutions,2024-12-18,2025-12-18,EL/PL Liability,Ali-Anderson,S2 3QB,3513,649578,2024,2024-12
POL-CH002-00708,CH002,Meridian Risk Solutions,2024-12-01,2025-12-01,EL/PL Liability,"Watson, Leonard and Davidson",W7T 7SP,2532,483247,2024,2024-12
POL-CH002-00709,CH002,Meridian Risk Solutions,2024-12-18,2025-12-18,EL/PL Liability,Johnson-Brown,E9J 1UF,3113,401887,2024,2024-12
POL-CH002-00710,CH002,Meridian Risk Solutions,2024-12-14,2025-12-14,EL/PL Liability,Davies-Walton,LS9 6WZ,3702,484881,2024,2024-12
POL-CH002-00711,CH002,Meridian Risk Solutions,2024-12-03,2025-12-03,EL/PL Liability,"Simmons, Bailey and Clarke",G7K 2ED,3490,389063,2024,2024-12
POL-CH002-00712,CH002,Meridian Risk Solutions,2024-12-08,2025-12-08,EL/PL Liability,Walker-Owen,G0 8ZW,2693,590297,2024,2024-12
POL-CH003-00713,CH003,Fortis Professional Risks,2024-12-27,2025-12-27,Professional Indemnity,"Bishop, Richards and Thomas",G8D 8DJ,8349,1080109,2024,2024-12
POL-CH003-00714,CH003,Fortis Professional Risks,2024-12-04,2025-12-04,Professional Indemnity,"Waters, Clark and Stewart",E79 1DL,5870,1479777,2024,2024-12
POL-CH003-00715,CH003,Fortis Professional Risks,2024-12-15,2025-12-15,Professional Indemnity,Lewis-Ward,S61 6SJ,3159,671757,2024,2024-12
POL-CH003-00716,CH003,Fortis Professional Risks,2024-12-04,2025-12-04,Professional Indemnity,Wood-Yates,L95 3EL,2982,1578775,2024,2024-12
POL-CH003-00717,CH003,Fortis Professional Risks,2024-12-21,2025-12-21,Professional Indemnity,"Fuller, Reed and Mistry",KW3B 9FJ,4589,1967459,2024,2024-12
POL-CH003-00718,CH003,Fortis Professional Risks,2024-12-27,2025-12-27,Professional Indemnity,"Hardy, Wright and Stewart",HG3W 0RZ,4568,1255365,2024,2024-12
POL-CH003-00719,CH003,Fortis Professional Risks,2024-12-05,2025-12-05,Professional Indemnity,Powell-Simmons,N4B 6EL,8044,1801827,2024,2024-12
POL-CH003-00720,CH003,Fortis Professional Risks,2024-12-16,2025-12-16,Professional Indemnity,Shepherd Group,W8 7XS,8901,1562509,2024,2024-12
POL-CH003-00721,CH003,Fortis Professional Risks,2024-12-23,2025-12-23,Professional Indemnity,Richards and Sons,M9 6HB,7189,1377758,2024,2024-12
POL-CH004-00722,CH004,Southgate Property Partners,2024-12-10,2025-12-10,Commercial Property,Jones-Barlow,OX1 7VI,1502,318180,2024,2024-12
POL-CH004-00723,CH004,Southgate Property Partners,2024-12-27,2025-12-27,Commercial Property,Kemp Ltd,TW1 4CO,1798,382981,2024,2024-12
POL-CH004-00724,CH004,Southgate Property Partners,2024-12-15,2025-12-15,Commercial Property,"Kennedy, Morgan and Williams",CR0 4GP,1555,469638,2024,2024-12
POL-CH004-00725,CH004,Southgate Property Partners,2024-12-20,2025-12-20,Commercial Property,Murphy-Butcher,CT1 2IR,2315,408840,2024,2024-12
POL-CH004-00726,CH004,Southgate Property Partners,2024-12-09,2025-12-09,Commercial Property,"Young, Turner and Marsden",EN1 6ZP,2597,285831,2024,2024-12
POL-CH004-00727,CH004,Southgate Property Partners,2024-12-26,2025-12-26,Commercial Property,"Joyce, Bolton and Sutton",SE1 5BG,1695,328317,2024,2024-12
POL-CH004-00728,CH004,Southgate Property Partners,2024-12-24,2025-12-24,Commercial Property,"Lawrence, Lloyd and Jones",UB1 3SR,792,391731,2024,2024-12
POL-CH004-00729,CH004,Southgate Property Partners,2024-12-15,2025-12-15,Commercial Property,Mahmood Group,SS1 6EI,1734,551344,2024,2024-12
POL-CH004-00730,CH004,Southgate Property Partners,2024-12-18,2025-12-18,Commercial Property,Farrell-Fletcher,CR0 8JG,2140,297581,2024,2024-12
POL-CH004-00731,CH004,Southgate Property Partners,2024-12-11,2025-12-11,Commercial Property,Gibson-Marsden,SL1 7XT,2801,522103,2024,2024-12
POL-CH004-00732,CH004,Southgate Property Partners,2024-12-08,2025-12-08,Commercial Property,"White, Stewart and Pearce",EN1 1LL,2114,377351,2024,2024-12
POL-CH004-00733,CH004,Southgate Property Partners,2024-12-11,2025-12-11,Commercial Property,"Craig, Lord and Johnson",CR0 7WP,1281,362779,2024,2024-12
POL-CH004-00734,CH004,Southgate Property Partners,2024-12-22,2025-12-22,Commercial Property,Slater-Saunders,ME1 8IV,2387,588458,2024,2024-12
POL-CH005-00735,CH005,Ironclad Construction Risks,2024-12-02,2025-12-02,EL/PL Liability,Mitchell Ltd,G65 7RS,2218,432057,2024,2024-12
POL-CH005-00736,CH005,Ironclad Construction Risks,2024-12-05,2025-12-05,EL/PL Liability,"Holt, Wilson and Watson",HD3A 8AN,2709,334734,2024,2024-12
POL-CH005-00737,CH005,Ironclad Construction Risks,2024-12-17,2025-12-17,EL/PL Liability,Wright and Sons,W9 3WW,2852,577859,2024,2024-12
POL-CH005-00738,CH005,Ironclad Construction Risks,2024-12-19,2025-12-19,EL/PL Liability,"King, Summers and King",HP3Y 2SE,2236,360794,2024,2024-12
POL-CH005-00739,CH005,Ironclad Construction Risks,2024-12-11,2025-12-11,EL/PL Liability,Grant Ltd,M1U 0JN,3000,520094,2024,2024-12
POL-CH005-00740,CH005,Ironclad Construction Risks,2024-12-28,2025-12-28,EL/PL Liability,Gibson Group,TA48 1YL,1687,169160,2024,2024-12
POL-CH005-00741,CH005,Ironclad Construction Risks,2024-12-04,2025-12-04,EL/PL Liability,Frost PLC,DY5 6AA,2578,865837,2024,2024-12
POL-CH005-00742,CH005,Ironclad Construction Risks,2024-12-28,2025-12-28,EL/PL Liability,Rhodes Group,IG4 2ZJ,3895,531435,2024,2024-12
POL-CH005-00743,CH005,Ironclad Construction Risks,2024-12-28,2025-12-28,EL/PL Liability,Wright Group,M7 4WA,2130,670316,2024,2024-12
POL-CH005-00744,CH005,Ironclad Construction Risks,2024-12-15,2025-12-15,EL/PL Liability,"Cox, Harrison and Walters",B34 6TB,1821,645268,2024,2024-12
POL-CH005-00745,CH005,Ironclad Construction Risks,2024-12-04,2025-12-04,EL/PL Liability,"Winter, Thomas and Johnson",WN7 6RX,3197,784039,2024,2024-12
POL-CH001-00746,CH001,Avonbridge Underwriting,2025-01-17,2026-01-17,Commercial Property,"Shepherd, Atkins and Griffiths",M29 4LZ,3943,663428,2025,2025-01
POL-CH001-00747,CH001,Avonbridge Underwriting,2025-01-15,2026-01-15,Commercial Property,Fraser Inc,UB3P 0BR,3158,801873,2025,2025-01
POL-CH001-00748,CH001,Avonbridge Underwriting,2025-01-01,2026-01-01,Commercial Property,Jenkins-Scott,TD43 5TW,4662,1044136,2025,2025-01
POL-CH001-00749,CH001,Avonbridge Underwriting,2025-01-24,2026-01-24,Commercial Property,"Carr, Gibson and Kirby",WF3 5JR,3187,1167196,2025,2025-01
POL-CH001-00750,CH001,Avonbridge Underwriting,2025-01-05,2026-01-05,Commercial Property,"Butler, Williams and Griffiths",OL36 8JZ,3858,845459,2025,2025-01
POL-CH001-00751,CH001,Avonbridge Underwriting,2025-01-14,2026-01-14,Commercial Property,"Sinclair, Baker and Richards",N07 1XR,3258,334848,2025,2025-01
POL-CH001-00752,CH001,Avonbridge Underwriting,2025-01-28,2026-01-28,Commercial Property,Johnson-Taylor,E0 7BW,5313,1006579,2025,2025-01
POL-CH001-00753,CH001,Avonbridge Underwriting,2025-01-21,2026-01-21,Commercial Property,Thomas-Vincent,HR8W 3QP,3845,864235,2025,2025-01
POL-CH001-00754,CH001,Avonbridge Underwriting,2025-01-05,2026-01-05,Commercial Property,Patel Inc,YO8 4YL,4850,517959,2025,2025-01
POL-CH001-00755,CH001,Avonbridge Underwriting,2025-01-03,2026-01-03,Commercial Property,"Gray, Holmes and Clark",L15 0XF,3533,1018781,2025,2025-01
POL-CH001-00756,CH001,Avonbridge Underwriting,2025-01-16,2026-01-16,Commercial Property,Kemp LLC,N0J 5YN,2619,912381,2025,2025-01
POL-CH001-00757,CH001,Avonbridge Underwriting,2025-01-26,2026-01-26,Commercial Property,"Evans, Holt and George",G71 5HF,2490,949116,2025,2025-01
POL-CH001-00758,CH001,Avonbridge Underwriting,2025-01-09,2026-01-09,Commercial Property,Bates-Reynolds,M5 3XY,4155,506784,2025,2025-01
POL-CH001-00759,CH001,Avonbridge Underwriting,2025-01-11,2026-01-11,Commercial Property,Robinson Ltd,B34 6EN,5667,693899,2025,2025-01
POL-CH001-00760,CH001,Avonbridge Underwriting,2025-01-20,2026-01-20,Commercial Property,Harris-Singh,G4 3TY,3179,892620,2025,2025-01
POL-CH001-00761,CH001,Avonbridge Underwriting,2025-01-23,2026-01-23,Commercial Property,Dodd-Carter,SM92 5BE,5647,634137,2025,2025-01
POL-CH001-00762,CH001,Avonbridge Underwriting,2025-01-13,2026-01-13,Commercial Property,Blackburn PLC,PO18 1TZ,4277,941123,2025,2025-01
POL-CH002-00763,CH002,Meridian Risk Solutions,2025-01-21,2026-01-21,EL/PL Liability,Palmer LLC,LL10 6RQ,3264,454121,2025,2025-01
POL-CH002-00764,CH002,Meridian Risk Solutions,2025-01-03,2026-01-03,EL/PL Liability,"Smith, Donnelly and Hart",DT60 2FQ,2330,510767,2025,2025-01
POL-CH002-00765,CH002,Meridian Risk Solutions,2025-01-28,2026-01-28,EL/PL Liability,Nelson-McKenzie,S2 5UD,2102,134831,2025,2025-01
POL-CH002-00766,CH002,Meridian Risk Solutions,2025-01-11,2026-01-11,EL/PL Liability,Watson-Williams,B9H 2NX,3506,612991,2025,2025-01
POL-CH002-00767,CH002,Meridian Risk Solutions,2025-01-28,2026-01-28,EL/PL Liability,Doyle and Sons,N5H 1SD,902,373783,2025,2025-01
POL-CH002-00768,CH002,Meridian Risk Solutions,2025-01-22,2026-01-22,EL/PL Liability,"Robinson, Wallis and Fox",BH36 8UG,3675,757186,2025,2025-01
POL-CH002-00769,CH002,Meridian Risk Solutions,2025-01-28,2026-01-28,EL/PL Liability,"Hope, Day and Richardson",G2 5EL,3119,408999,2025,2025-01
POL-CH002-00770,CH002,Meridian Risk Solutions,2025-01-18,2026-01-18,EL/PL Liability,Turner-Walton,M95 9SX,2929,671859,2025,2025-01
POL-CH002-00771,CH002,Meridian Risk Solutions,2025-01-13,2026-01-13,EL/PL Liability,"Warren, Ball and Flynn",L34 4SP,2499,400100,2025,2025-01
POL-CH002-00772,CH002,Meridian Risk Solutions,2025-01-11,2026-01-11,EL/PL Liability,Parkin PLC,PL4P 3LW,2651,380833,2025,2025-01
POL-CH002-00773,CH002,Meridian Risk Solutions,2025-01-21,2026-01-21,EL/PL Liability,Robertson Ltd,PR3N 3UD,3214,703084,2025,2025-01
POL-CH002-00774,CH002,Meridian Risk Solutions,2025-01-23,2026-01-23,EL/PL Liability,"Richardson, Watts and Lewis",EN75 0HQ,3400,468455,2025,2025-01
POL-CH002-00775,CH002,Meridian Risk Solutions,2025-01-25,2026-01-25,EL/PL Liability,"Hill, Hutchinson and King",L7 9AN,2828,304601,2025,2025-01
POL-CH002-00776,CH002,Meridian Risk Solutions,2025-01-16,2026-01-16,EL/PL Liability,"Howard, Powell and James",PH1B 8ZE,3921,490270,2025,2025-01
POL-CH002-00777,CH002,Meridian Risk Solutions,2025-01-28,2026-01-28,EL/PL Liability,Steele-Harris,W9G 5XQ,2932,899138,2025,2025-01
POL-CH002-00778,CH002,Meridian Risk Solutions,2025-01-18,2026-01-18,EL/PL Liability,Wood-Potter,B89 7SE,3377,406026,2025,2025-01
POL-CH002-00779,CH002,Meridian Risk Solutions,2025-01-02,2026-01-02,EL/PL Liability,"Thomas, Richards and Chapman",G6 1PU,2703,643555,2025,2025-01
POL-CH002-00780,CH002,Meridian Risk Solutions,2025-01-20,2026-01-20,EL/PL Liability,Taylor PLC,LL8E 7RA,3205,320215,2025,2025-01
POL-CH002-00781,CH002,Meridian Risk Solutions,2025-01-03,2026-01-03,EL/PL Liability,Joyce and Sons,CH75 8QP,3954,416481,2025,2025-01
POL-CH002-00782,CH002,Meridian Risk Solutions,2025-01-08,2026-01-08,EL/PL Liability,Cross-Akhtar,IP9 4UW,4842,635006,2025,2025-01
POL-CH002-00783,CH002,Meridian Risk Solutions,2025-01-21,2026-01-21,EL/PL Liability,Wilkins-Dixon,N9W 9SQ,2683,660127,2025,2025-01
POL-CH002-00784,CH002,Meridian Risk Solutions,2025-01-22,2026-01-22,EL/PL Liability,"Farrell, Winter and Roberts",FK7P 4WU,3163,606596,2025,2025-01
POL-CH002-00785,CH002,Meridian Risk Solutions,2025-01-10,2026-01-10,EL/PL Liability,Rogers LLC,DA24 0DU,3550,394205,2025,2025-01
POL-CH003-00786,CH003,Fortis Professional Risks,2025-01-08,2026-01-08,Professional Indemnity,"Bennett, Moore and Watts",S96 9JZ,7199,1099567,2025,2025-01
POL-CH003-00787,CH003,Fortis Professional Risks,2025-01-24,2026-01-24,Professional Indemnity,Briggs-Price,W50 4NW,4833,913463,2025,2025-01
POL-CH003-00788,CH003,Fortis Professional Risks,2025-01-03,2026-01-03,Professional Indemnity,Ali-McKenzie,NG0V 7ZL,6198,1818757,2025,2025-01
POL-CH003-00789,CH003,Fortis Professional Risks,2025-01-14,2026-01-14,Professional Indemnity,Matthews LLC,W96 3UY,3738,1207265,2025,2025-01
POL-CH003-00790,CH003,Fortis Professional Risks,2025-01-04,2026-01-04,Professional Indemnity,Bradley PLC,YO4 2PS,7830,1176107,2025,2025-01
POL-CH003-00791,CH003,Fortis Professional Risks,2025-01-25,2026-01-25,Professional Indemnity,"Singh, Skinner and Harvey",B1 6DG,6246,881281,2025,2025-01
POL-CH003-00792,CH003,Fortis Professional Risks,2025-01-21,2026-01-21,Professional Indemnity,Daly-Kennedy,CW3E 8HA,6206,1143856,2025,2025-01
POL-CH003-00793,CH003,Fortis Professional Risks,2025-01-23,2026-01-23,Professional Indemnity,"Burgess, Iqbal and Ryan",W52 1AP,7126,1556215,2025,2025-01
POL-CH003-00794,CH003,Fortis Professional Risks,2025-01-28,2026-01-28,Professional Indemnity,Harvey-Wilson,N1H 2BH,9772,1373889,2025,2025-01
POL-CH004-00795,CH004,Southgate Property Partners,2025-01-04,2026-01-04,Commercial Property,"Wood, Charlton and Carpenter",AL1 1BB,1904,364683,2025,2025-01
POL-CH004-00796,CH004,Southgate Property Partners,2025-01-02,2026-01-02,Commercial Property,Turnbull and Sons,SW1 5WC,1982,370459,2025,2025-01
POL-CH004-00797,CH004,Southgate Property Partners,2025-01-12,2026-01-12,Commercial Property,Gilbert Group,ME1 4ZF,1890,531759,2025,2025-01
POL-CH004-00798,CH004,Southgate Property Partners,2025-01-17,2026-01-17,Commercial Property,"Gregory, Winter and Hawkins",RH1 3IM,1256,513987,2025,2025-01
POL-CH004-00799,CH004,Southgate Property Partners,2025-01-06,2026-01-06,Commercial Property,"Green, Smart and Evans",BS1 4FT,2511,388193,2025,2025-01
POL-CH004-00800,CH004,Southgate Property Partners,2025-01-16,2026-01-16,Commercial Property,"Potter, White and Dunn",ME1 4OV,654,339217,2025,2025-01
POL-CH004-00801,CH004,Southgate Property Partners,2025-01-15,2026-01-15,Commercial Property,Hughes Ltd,KT2 5PQ,2500,397713,2025,2025-01
POL-CH004-00802,CH004,Southgate Property Partners,2025-01-22,2026-01-22,Commercial Property,"Davies, Houghton and Ellis",CB1 5FB,1260,349522,2025,2025-01
POL-CH004-00803,CH004,Southgate Property Partners,2025-01-22,2026-01-22,Commercial Property,Harris and Sons,SW6 8PF,2253,454673,2025,2025-01
POL-CH004-00804,CH004,Southgate Property Partners,2025-01-12,2026-01-12,Commercial Property,"Lee, Short and Jackson",AL1 7YX,1670,363317,2025,2025-01
POL-CH004-00805,CH004,Southgate Property Partners,2025-01-23,2026-01-23,Commercial Property,"Hutchinson, Murphy and Richards",AL1 4BS,1588,307758,2025,2025-01
POL-CH004-00806,CH004,Southgate Property Partners,2025-01-13,2026-01-13,Commercial Property,"Randall, Davies and Clark",EC1 4FG,2672,367767,2025,2025-01
POL-CH005-00807,CH005,Ironclad Construction Risks,2025-01-13,2026-01-13,EL/PL Liability,Lee-Evans,WF3R 8WR,3786,749746,2025,2025-01
POL-CH005-00808,CH005,Ironclad Construction Risks,2025-01-19,2026-01-19,EL/PL Liability,Donnelly-Burton,W01 2XJ,2263,660559,2025,2025-01
POL-CH005-00809,CH005,Ironclad Construction Risks,2025-01-12,2026-01-12,EL/PL Liability,Brown-Spencer,N06 0RB,2581,464444,2025,2025-01
POL-CH005-00810,CH005,Ironclad Construction Risks,2025-01-19,2026-01-19,EL/PL Liability,"Edwards, Bishop and Bruce",DE1N 1FB,2853,423144,2025,2025-01
POL-CH005-00811,CH005,Ironclad Construction Risks,2025-01-10,2026-01-10,EL/PL Liability,"Owen, Jones and Holland",M6 7NH,3526,530307,2025,2025-01
POL-CH005-00812,CH005,Ironclad Construction Risks,2025-01-23,2026-01-23,EL/PL Liability,"Griffiths, White and Jones",S9S 1HU,2756,642493,2025,2025-01
POL-CH005-00813,CH005,Ironclad Construction Risks,2025-01-10,2026-01-10,EL/PL Liability,Walker Ltd,M0 6TT,2398,688004,2025,2025-01
POL-CH005-00814,CH005,Ironclad Construction Risks,2025-01-01,2026-01-01,EL/PL Liability,Baxter-Robertson,N54 4UJ,2229,730694,2025,2025-01
POL-CH005-00815,CH005,Ironclad Construction Risks,2025-01-27,2026-01-27,EL/PL Liability,"Ward, Holt and Reid",CH05 3EQ,1550,618956,2025,2025-01
POL-CH005-00816,CH005,Ironclad Construction Risks,2025-01-22,2026-01-22,EL/PL Liability,Rowe-Marshall,S15 7GR,4112,449950,2025,2025-01
POL-CH001-00817,CH001,Avonbridge Underwriting,2025-02-13,2026-02-13,Commercial Property,Wood-Reid,LA25 0BZ,4847,888161,2025,2025-02
POL-CH001-00818,CH001,Avonbridge Underwriting,2025-02-09,2026-02-09,Commercial Property,Williams-Baker,DA8 2FS,4641,953952,2025,2025-02
POL-CH001-00819,CH001,Avonbridge Underwriting,2025-02-01,2026-02-01,Commercial Property,Day Group,W61 5DE,4999,1085811,2025,2025-02
POL-CH001-00820,CH001,Avonbridge Underwriting,2025-02-19,2026-02-19,Commercial Property,"Powell, Ball and Anderson",M3S 9WH,4716,798732,2025,2025-02
POL-CH001-00821,CH001,Avonbridge Underwriting,2025-02-28,2026-02-28,Commercial Property,"Rhodes, Elliott and Jones",SP45 6HN,5047,1253724,2025,2025-02
POL-CH001-00822,CH001,Avonbridge Underwriting,2025-02-22,2026-02-22,Commercial Property,"Hardy, Gordon and Morley",B4B 9LS,4032,642912,2025,2025-02
POL-CH001-00823,CH001,Avonbridge Underwriting,2025-02-25,2026-02-25,Commercial Property,"Hall, Evans and Francis",SK8E 7XA,5594,824419,2025,2025-02
POL-CH001-00824,CH001,Avonbridge Underwriting,2025-02-24,2026-02-24,Commercial Property,Collins-Watson,N8 7YZ,1462,1030077,2025,2025-02
POL-CH001-00825,CH001,Avonbridge Underwriting,2025-02-02,2026-02-02,Commercial Property,Henderson and Sons,CA9 1YY,3525,830761,2025,2025-02
POL-CH001-00826,CH001,Avonbridge Underwriting,2025-02-20,2026-02-20,Commercial Property,"Wood, Miller and Thompson",B50 9DL,4618,890481,2025,2025-02
POL-CH001-00827,CH001,Avonbridge Underwriting,2025-02-24,2026-02-24,Commercial Property,Lee Inc,FK84 9JL,5093,757459,2025,2025-02
POL-CH001-00828,CH001,Avonbridge Underwriting,2025-02-16,2026-02-16,Commercial Property,Baker-Walker,GY3R 9WA,4846,794846,2025,2025-02
POL-CH001-00829,CH001,Avonbridge Underwriting,2025-02-27,2026-02-27,Commercial Property,"Roberts, King and Bell",M1 9UW,5130,980765,2025,2025-02
POL-CH001-00830,CH001,Avonbridge Underwriting,2025-02-10,2026-02-10,Commercial Property,Pope Group,L90 7FD,3021,1080771,2025,2025-02
POL-CH001-00831,CH001,Avonbridge Underwriting,2025-02-25,2026-02-25,Commercial Property,"Bradley, Nixon and Thomas",L4 1UZ,3524,1021712,2025,2025-02
POL-CH001-00832,CH001,Avonbridge Underwriting,2025-02-26,2026-02-26,Commercial Property,"Fox, Burrows and Hodgson",KT1 1XS,4662,1240614,2025,2025-02
POL-CH002-00833,CH002,Meridian Risk Solutions,2025-02-08,2026-02-08,EL/PL Liability,Long-Jones,B33 0SQ,2775,497572,2025,2025-02
POL-CH002-00834,CH002,Meridian Risk Solutions,2025-02-20,2026-02-20,EL/PL Liability,"Dale, Carroll and Taylor",PR03 2GH,2818,599992,2025,2025-02
POL-CH002-00835,CH002,Meridian Risk Solutions,2025-02-26,2026-02-26,EL/PL Liability,Edwards Ltd,E26 0WZ,1596,368289,2025,2025-02
POL-CH002-00836,CH002,Meridian Risk Solutions,2025-02-12,2026-02-12,EL/PL Liability,Lewis PLC,B75 9LZ,2106,618788,2025,2025-02
POL-CH002-00837,CH002,Meridian Risk Solutions,2025-02-08,2026-02-08,EL/PL Liability,Brown and Sons,L8H 6GR,4690,486943,2025,2025-02
POL-CH002-00838,CH002,Meridian Risk Solutions,2025-02-21,2026-02-21,EL/PL Liability,Sanderson-Griffiths,S3 9PL,2942,508756,2025,2025-02
POL-CH002-00839,CH002,Meridian Risk Solutions,2025-02-07,2026-02-07,EL/PL Liability,Burke and Sons,M7E 8PS,4180,384080,2025,2025-02
POL-CH002-00840,CH002,Meridian Risk Solutions,2025-02-20,2026-02-20,EL/PL Liability,Smith Group,B3C 6WZ,3321,621899,2025,2025-02
POL-CH002-00841,CH002,Meridian Risk Solutions,2025-02-09,2026-02-09,EL/PL Liability,Smith LLC,B9D 7BG,3566,523697,2025,2025-02
POL-CH002-00842,CH002,Meridian Risk Solutions,2025-02-22,2026-02-22,EL/PL Liability,Hicks-Richardson,IP5B 3HN,4030,162095,2025,2025-02
POL-CH002-00843,CH002,Meridian Risk Solutions,2025-02-25,2026-02-25,EL/PL Liability,Sutton and Sons,TW1X 6BY,3730,418240,2025,2025-02
POL-CH002-00844,CH002,Meridian Risk Solutions,2025-02-24,2026-02-24,EL/PL Liability,"Rees, Hughes and Osborne",NP2 7ZB,1397,563900,2025,2025-02
POL-CH002-00845,CH002,Meridian Risk Solutions,2025-02-25,2026-02-25,EL/PL Liability,Griffiths-Jones,PL4E 3QX,4377,482818,2025,2025-02
POL-CH002-00846,CH002,Meridian Risk Solutions,2025-02-22,2026-02-22,EL/PL Liability,Rowe Group,RM1 6SJ,3986,701534,2025,2025-02
POL-CH002-00847,CH002,Meridian Risk Solutions,2025-02-22,2026-02-22,EL/PL Liability,Moore and Sons,HG21 0FQ,4322,704995,2025,2025-02
POL-CH002-00848,CH002,Meridian Risk Solutions,2025-02-27,2026-02-27,EL/PL Liability,Kelly-Morris,G50 3FR,3790,509429,2025,2025-02
POL-CH002-00849,CH002,Meridian Risk Solutions,2025-02-05,2026-02-05,EL/PL Liability,Williams Ltd,PR93 4RH,1610,469242,2025,2025-02
POL-CH002-00850,CH002,Meridian Risk Solutions,2025-02-21,2026-02-21,EL/PL Liability,"Stevenson, Hayward and Barton",N07 1EN,2315,771367,2025,2025-02
POL-CH002-00851,CH002,Meridian Risk Solutions,2025-02-04,2026-02-04,EL/PL Liability,"Poole, Short and Hart",DE3 1HL,2936,515400,2025,2025-02
POL-CH002-00852,CH002,Meridian Risk Solutions,2025-02-21,2026-02-21,EL/PL Liability,Bird LLC,E08 8UQ,3612,505450,2025,2025-02
POL-CH003-00853,CH003,Fortis Professional Risks,2025-02-21,2026-02-21,Professional Indemnity,Edwards-Morgan,DY12 5RA,4472,1258382,2025,2025-02
POL-CH003-00854,CH003,Fortis Professional Risks,2025-02-02,2026-02-02,Professional Indemnity,Lewis PLC,G70 0BN,4274,803993,2025,2025-02
POL-CH003-00855,CH003,Fortis Professional Risks,2025-02-10,2026-02-10,Professional Indemnity,Brown Group,HG7 3HR,4490,1188888,2025,2025-02
POL-CH003-00856,CH003,Fortis Professional Risks,2025-02-26,2026-02-26,Professional Indemnity,Turner-Harrison,W02 2LP,4791,992273,2025,2025-02
POL-CH003-00857,CH003,Fortis Professional Risks,2025-02-15,2026-02-15,Professional Indemnity,Grant Group,G4 0JH,3179,1175068,2025,2025-02
POL-CH003-00858,CH003,Fortis Professional Risks,2025-02-02,2026-02-02,Professional Indemnity,"Field, Taylor and Metcalfe",TQ0 9UB,3017,1428016,2025,2025-02
POL-CH003-00859,CH003,Fortis Professional Risks,2025-02-19,2026-02-19,Professional Indemnity,James-Fitzgerald,SP4 4XY,5636,762734,2025,2025-02
POL-CH003-00860,CH003,Fortis Professional Risks,2025-02-12,2026-02-12,Professional Indemnity,"Griffin, Green and Moss",OL3 1JH,4989,974353,2025,2025-02
POL-CH003-00861,CH003,Fortis Professional Risks,2025-02-24,2026-02-24,Professional Indemnity,Harris-Wilson,W8 9FE,6026,1602135,2025,2025-02
POL-CH003-00862,CH003,Fortis Professional Risks,2025-02-05,2026-02-05,Professional Indemnity,Davies-Walsh,IG73 6YP,2405,1234507,2025,2025-02
